An unnamed third party does receive information about you not covered by our label scheme for a basic service or feature.,Third Party
A named third party does track on the first party website or app unspecified information about you for targeted advertising. You can configure your privacy with browser settings.,Third Party
"The site collects your generic personal information for marketing purposes. Collection happens when you explicitly provide information on the website, and your data is identifiable. You can opt in for data collection for the collection and use of your information.",Collection
An unnamed third party does receive your financial information for an additional (non-basic) service or feature. You can opt in for data collection.,Third Party
The site collects your unspecified information for an unspecified purpose. Collection happens when you implicitly provide information in the mobile app. You can configure your privacy with user settings provided by the site.,Collection
A named third party does receive unspecified information about you for targeted advertising. The data is aggregated or anonymized. You can opt out using the provided link for the use of your information.,Third Party
"The site collects your computer information for personalization or customization. Collection happens by an unnamed service or third party, and your data is identifiable. You can opt in for data collection.",Collection
A user type outside of our label scheme can make no specified choices about the use of unspecified information by an unspecified party for an unspecified purpose.,Choices
An unnamed third party does not receive your unspecified personal information for service operations or security. You can opt in for data collection for the collection or sharing of your information.,Third Party
An unnamed third party does collect on the first party website or app your IP address or device IDs for targeted advertising.,Third Party
"The site does not collect your generic personal information for advertising. Collection happens when you implicitly provide information on the website, and your data is identifiable.",Collection
Another part of the company or institution does do something unspecified with unspecified information about you for an unspecified purpose.,Third Party
"You can opt out (via a link) from the use of computer information by a third party, which uses it for advertising.",Choices
"The site collects your generic personal information for a basic service or feature. Collection happens when you explicitly provide information on the website, and your data is identifiable. You can choose not to use the service or feature for the collection of your information.",Collection
"A user with an account can make no specified choices about the use of activities on the website or app by a third party, which uses it for advertising.",Choices
The site collects your cookies or tracking elements for advertising. Collection happens when you implicitly provide information on other websites.,Collection
The site collects your unspecified information for a basic service or feature. Collection happens when you explicitly provide information in an unspecified way for users with accounts.,Collection
"The site collects your unspecified information for advertising. Collection happens on the website, and your data is aggregated or anonymized.",Collection
"The site collects your IP address or device IDs for personalization or customization. Collection happens in an unspecified way, and your data is aggregated or anonymized.",Collection
The site collects your unspecified information for an additional (non-basic) service or feature. Collection happens in an unspecified way. You can choose not to use the service or feature.,Collection
The site collects your unspecified information for analytics or research. Collection happens when you implicitly provide information on the website.,Collection
The site collects your contact information for analytics or research. Collection happens when you explicitly provide information on the website. You can choose not to use the service or feature for the collection and use of your information.,Collection
Another part of the company or institution does track on the first party website or app your activities on the website or app for analytics or research. The data is aggregated or anonymized.,Third Party
A user's unspecified information is retained for an unspecified duration to fulfill a purpose not covered by our label scheme.,Storage
A named third party does receive your location information for an unspecified purpose. The data is personally identifiable.,Location
An unnamed third party does do something unspecified with your unspecified personal information for an additional (non-basic) service or feature.,Third Party
The site collects your location information for an unspecified purpose. Collection happens when you explicitly provide information in the mobile app. You can choose not to use the service or feature for the collection and use of your information.,Location
The site collects your generic personal information for service operations or security. Collection happens when you explicitly provide information on the website.,Collection
Another part of the company or institution does receive your health information for a purpose outside of our label scheme.,Third Party
The site collects your website activities for advertising. Collection happens when you implicitly provide information in the mobile app.,Collection
A named third party does receive unspecified information about you for an unspecified purpose. You can opt in for data collection.,Third Party
"The site does not collect your unspecified information for an unspecified purpose. Collection happens by some means outside of our label scheme, and your data is identifiable.",Collection
"The site collects an information type outside of our label scheme for an unspecified purpose. Collection happens when you explicitly provide information by some means outside of our label scheme, and your data is identifiable.",Collection
"You can opt in for the use of unique personal identifier by a third party, which collects or receives it for an unspecified purpose.",Choices
"You can choose not to use a service or feature to avoid the use of health information by the site, which uses it for a basic service or feature.",Choices
"Users with accounts can access, edit, or delete personal information in a manner not covered by our label scheme, within the scope of unspecified user information.",Choices
An unnamed third party does not receive your unspecified personal information for a purpose outside of our label scheme. You can configure your privacy with user settings provided by the site.,Third Party
"You can make a choice about your privacy not described by our label scheme the use of unspecified information by the site, which uses it for an unspecified purpose.",Choices
The site collects your unspecified information for analytics or research. Collection happens when you explicitly provide information on the website.,Collection
"The site collects your IP address or device IDs for service operations or security. Collection happens on the website, and your data's identifiability is not covered by our label scheme.",Collection
The site collects your contact information for a basic service or feature. Collection happens when you explicitly provide information in an unspecified way. You can opt in for data collection for the use of your information.,Collection
The site collects your generic personal information for an unspecified purpose. Collection happens in an unspecified way.,Collection
The site collects your financial information for service operations or security. Collection happens when you explicitly provide information in an unspecified way.,Collection
The site collects your cookies or tracking elements for analytics or research. Collection happens on the website. You can opt in for data collection for the collection of your information.,Collection
A user's information of a type not covered by our label scheme is retained for an unspecified duration to fulfill an unspecified purpose.,Storage
A user's computer information is retained for a stated period of time to maintain service operations or security.,Storage
"You can opt out (by contacting the company) from the use of contact information by the site, which collects it for a purpose outside of our label scheme.",Choices
A named third party does receive your IP address or device IDs for a basic service or feature. You can opt out by contacting the company.,Third Party
The site collects your IP address or device IDs for marketing purposes. Collection happens in an unspecified way.,Collection
The site collects your cookies or tracking elements for a basic service or feature. Collection happens when you explicitly provide information by some means outside of our label scheme.,Collection
"Users with accounts can view their information, within the scope of information the company has learned about the user.",Choices
"The site collects your generic personal information for an unspecified purpose. Collection happens on the website, and your data is aggregated or anonymized.",Collection
Another part of the company or institution does receive your unspecified personal information for personalization or customization. The data is aggregated or anonymized.,Third Party
"A user with an account can make a choice about your privacy not described by our label scheme the use of contact information by a third party, which uses it for a purpose outside of our label scheme.",Choices
"The site collects your generic personal information for an unspecified purpose. Collection happens by an unnamed service or third party, and your data is identifiable.",Collection
The site collects your demographic information for personalization or customization. Collection happens by an unnamed service or third party.,Collection
"The site collects your generic personal information for an additional (non-basic) service or feature. Collection happens when you explicitly provide information in an unspecified way, and your data is identifiable. You can configure your privacy using a method outside our label scheme.",Collection
A named third party does do something unspecified with unspecified information about you for mergers or acquisitions.,Third Party
"You can opt out (via a link) from the use of unspecified information by the site, which uses it for an additional (non-basic) service or feature.",Choices
A named third party does not track on the first party website or app your unspecified personal information for an unspecified purpose.,Third Party
The site collects your cookies or tracking elements for advertising. Collection happens on the website. You can configure your privacy using a method outside our label scheme.,Collection
You can use privacy configuration settings (in your browser or on your device) to control the use of location information by an unspecified party for advertising.,Location
The site collects your website activities for a basic service or feature. Collection happens when you implicitly provide information in an unspecified way.,Collection
A named third party does receive your user profile for an additional (non-basic) service or feature. This applies to users with accounts. You can opt in for data collection.,Third Party
A named third party does not receive unspecified information about you for targeted advertising.,Third Party
You can opt out (via a link) from the use of cookies and tracking elements by an unspecified party for advertising.,Choices
A named third party does track on the first party website or app unspecified information about you for targeted advertising. You can configure your privacy with third-party user settings for the collection or sharing and use of your information.,Third Party
"A user can view their information, within the scope of user information outside of our label scheme.",Choices
"You can use privacy configuration settings (in the website or app) to control the use of user profile by the site, which uses it for marketing purposes.",Choices
A named third party does receive your contact information for an unspecified purpose. You can opt out by contacting the company for the collection or sharing of your information.,Third Party
The site collects your location information for an unspecified purpose. Collection happens on the website.,Location
The site collects your unspecified information for an additional (non-basic) service or feature. Collection happens in an unspecified way. You can opt in for data collection for the use of your information.,Collection
An unnamed third party does do something outside of our label scheme with your user profile for an unspecified purpose.,Third Party
An unnamed third party does receive your user profile for legal requirements.,Third Party
The public does see unspecified information about you for an additional (non-basic) service or feature. You can opt in for data collection.,Third Party
An unnamed third party does receive unspecified information about you for marketing purposes. This applies to a user type outside of our label scheme. You can opt out by contacting the company for the collection or sharing of your information.,Third Party
An unspecified third party does see your unspecified personal information for a basic service or feature.,Third Party
The site collects your location information for advertising. Collection happens by an unnamed service or third party.,Location
"The site collects your demographic information for an unspecified purpose. Collection happens in an unspecified way, and your data's identifiability is not covered by our label scheme.",Collection
"The site collects your social media data for an additional (non-basic) service or feature. Collection happens by an unnamed service or third party, and your data is identifiable.",Collection
An unnamed third party does receive your cookies or tracking elements for analytics or research.,Third Party
"A user with an account can use privacy configuration settings (in the website or app) to control the use of unspecified information by the site, which uses it for marketing purposes.",Choices
"The site collects your social media data for an additional (non-basic) service or feature. Collection happens when you explicitly provide information by an unnamed service or third party, and your data is identifiable. You can opt in for data collection.",Collection
An unspecified third party does receive unspecified information about you for targeted advertising. The data is aggregated or anonymized.,Third Party
"You can make a choice about your privacy not described by our label scheme the use of cookies and tracking elements by the site, which collects it for a basic service or feature.",Choices
A named third party does receive information about you not covered by our label scheme for legal requirements. The data is personally identifiable.,Third Party
The site collects your health information for service operations or security. Collection happens when you explicitly provide information by a named service or third party. You can opt in for data collection for the collection of your information.,Collection
The site collects your unspecified information for an additional (non-basic) service or feature. Collection happens when you implicitly provide information in an unspecified way.,Collection
The site collects your computer information for analytics or research. Collection happens in the mobile app. You can configure your privacy with third-party user settings.,Collection
Another part of the company or institution does track on the first party website or app unspecified information about you for a purpose outside of our label scheme.,Third Party
The site collects your survey data for marketing purposes. Collection happens when you explicitly provide information by some means outside of our label scheme for users without accounts. You can choose not to use the service or feature for the collection of your information.,Collection
You can use privacy configuration settings (in your browser or on your device) to control the use of unspecified information by an unspecified party for an additional (non-basic) service or feature.,Choices
The site collects your cookies or tracking elements for a basic service or feature. Collection happens when you implicitly provide information in an unspecified way. You can configure your privacy with browser settings.,Collection
The public does see your user profile for an unspecified purpose. This applies to users with accounts. You can opt in for data collection for the collection or sharing and use of your information.,Third Party
A named third party does receive your demographic information for marketing purposes.,Third Party
"The site collects your website activities for legal requirements. Collection happens when you implicitly provide information on the website, and your data's identifiability is not covered by our label scheme.",Collection
The site collects your contact information for an additional (non-basic) service or feature. Collection happens when you explicitly provide information in an unspecified way for a user type outside of our label scheme. You can make a choice about the collection and use of your information.,Collection
"The site collects your computer information for analytics or research. Collection happens when you implicitly provide information in an unspecified way, and your data is identifiable.",Collection
A named third party does collect on the first party website or app your cookies or tracking elements for a basic service or feature.,Third Party
A named third party does collect on the first party website or app your IP address or device IDs for an additional (non-basic) service or feature.,Third Party
The site collects your unspecified information for an unspecified purpose. Collection happens when you explicitly provide information on the website. You can opt in for data collection.,Collection
The site collects your health information for advertising. Collection happens on the website.,Collection
The site collects your demographic information for an additional (non-basic) service or feature. Collection happens on the website. You can opt in for data collection for the collection of your information.,Collection
"You can opt in for the use of health information by the site, which uses it for a basic service or feature.",Choices
The policy makes a statement about data from a demographic outside of our label scheme.,International
The site collects your contact information for marketing purposes. Collection happens when you explicitly provide information on the website.,Collection
"The site collects your generic personal information for marketing purposes. Collection happens in an unspecified way, and your data is identifiable.",Collection
The site collects your user profile for an unspecified purpose. Collection happens when you explicitly provide information on the website for users with accounts. You can opt in for data collection.,Collection
Another part of the company or institution does receive your computer information for an unspecified purpose.,Third Party
The site collects your unspecified information for an unspecified purpose. Collection happens on the website for users without accounts.,Collection
The site collects your unspecified information for a basic service or feature. Collection happens when you explicitly provide information by some means outside of our label scheme. You can choose not to use the service or feature for the collection of your information.,Collection
"The site collects your website activities for an unspecified purpose. Collection happens when you explicitly provide information by an unnamed service or third party, and your data is identifiable.",Collection
"The site collects your computer information for legal requirements. Collection happens when you implicitly provide information on the website, and your data is aggregated or anonymized.",Collection
An unnamed third party does not receive your unspecified personal information for a basic service or feature. The data is personally identifiable. You can configure your privacy with user settings provided by the site for the collection or sharing of your information.,Third Party
An unnamed third party does receive unspecified information about you for an unspecified purpose. This applies to users with accounts.,Third Party
"A user type outside of our label scheme can make no specified choices about the use of unspecified information by the site, which uses it for an unspecified purpose.",Choices
The site does not collect your cookies or tracking elements for a basic service or feature. Collection happens when you explicitly provide information by some means outside of our label scheme.,Collection
The site collects your user profile for a purpose outside of our label scheme. Collection happens on the website.,Collection
"When a change is made to the privacy policy as a result of a merger or acquisition, users are notified in an unspecified manner. Users' choices regarding policy changes are not mentioned or are unclear.",Choices
The site collects your demographic information for a basic service or feature. Collection happens when you explicitly provide information on the website for users with accounts. You can opt in for data collection for the collection of your information.,Collection
A named third party does collect on the first party website or app your unspecified personal information for marketing purposes. The data is personally identifiable. You can opt in for data collection for the collection or sharing of your information.,Third Party
An unspecified third party does receive your unspecified personal information for service operations or security. The data is personally identifiable.,Third Party
The site collects your website activities for advertising. Collection happens when you implicitly provide information by other websites.,Collection
The site collects your social media data for a basic service or feature. Collection happens when you explicitly provide information in an unspecified way. You can opt in for data collection for the collection of your information.,Collection
An unnamed third party does collect on the first party website or app your unspecified personal information for an additional (non-basic) service or feature.,Third Party
The site does not collect your contact information for marketing purposes. Collection happens by some means outside of our label scheme. You can opt in for data collection for the use of your information.,Collection
"When a change is made to the privacy policy that significantly affects data practices, users are notified in an unspecified manner. Users must agree before their data is treated according to the new privacy policy.",Choices
A named third party does receive your computer information for marketing purposes. The data is aggregated or anonymized.,Third Party
"You can opt out (by contacting the company) from the use of unique personal identifier by a third party, which collects or receives it for marketing purposes.",Choices
The site collects your financial information for an unspecified purpose. Collection happens on the website for users with accounts.,Collection
The site collects your IP address or device IDs for an unspecified purpose. Collection happens in the mobile app.,Collection
"The site does not collect your user profile for an unspecified purpose. Collection happens when you implicitly provide information by some means outside of our label scheme for users with accounts, and your data is aggregated or anonymized.",Collection
"You can make a choice about your privacy not described by our label scheme the use of generic personal information by the site, which collects it for a basic service or feature.",Choices
"The site collects your contact information for a purpose outside of our label scheme. Collection happens when you explicitly provide information on the website, and your data is identifiable. You can opt out using the provided link for the use of your information.",Collection
The site collects an information type outside of our label scheme for an unspecified purpose. Collection happens by an unnamed service or third party. You can configure your privacy using a method outside our label scheme.,Collection
An unspecified third party does do something unspecified with unspecified information about you for an unspecified purpose. The data is aggregated or anonymized.,Third Party
"The site collects your contact information for analytics or research. Collection happens when you implicitly provide information by an unnamed service or third party, and your data is identifiable.",Collection
The site collects your location information for advertising. Collection happens in the mobile app.,Location
"The site collects your generic personal information for an unspecified purpose. Collection happens when you explicitly provide information by a named service or third party, and your data is identifiable.",Collection
The site collects your cookies or tracking elements for an additional (non-basic) service or feature. Collection happens when you implicitly provide information on the website. You can configure your privacy with browser settings for the collection of your information.,Collection
A named third party does do something unspecified with your unspecified personal information for an additional (non-basic) service or feature.,Third Party
"A user can access, edit, or delete personal information in a manner not covered by our label scheme, within the scope of unspecified user information.",Choices
The site collects your website activities for a basic service or feature. Collection happens on other websites.,Collection
The site does not collect your financial information for a basic service or feature. Collection happens when you explicitly provide information on the website.,Collection
The site collects your user profile for an additional (non-basic) service or feature. Collection happens when you explicitly provide information on the website. You can choose not to use the service or feature for the collection of your information.,Collection
The site collects your generic personal information for advertising. Collection happens in an unspecified way. You can opt in for data collection.,Collection
The site collects your demographic information for advertising. Collection happens by some means outside of our label scheme.,Collection
"You can opt out (by contacting the company) from the use of contact information by the site, which uses it for legal requirements.",Choices
The site collects your computer information for marketing purposes. Collection happens on the website for users with accounts.,Collection
The site collects your survey data for analytics or research. Collection happens when you explicitly provide information on the website.,Collection
The site does not collect your generic personal information for an unspecified purpose. Collection happens when you implicitly provide information by other websites.,Collection
An unspecified third party does receive your contact information for a basic service or feature. The data is personally identifiable. You can choose not to use the service or feature for the use of your information.,Third Party
The website ignores Do Not Track headers and the user's Do Not Track preference.,Do Not Track
The site collects your website activities for an unspecified purpose. Collection happens on other websites.,Collection
"A user can edit their information, within the scope of transactional data (e.g., online activity, purchases).",Choices
"The site collects your unspecified information for service operations or security. Collection happens when you implicitly provide information by some means outside of our label scheme, and your data is identifiable.",Collection
The site does not collect your financial information for a basic service or feature. Collection happens when you explicitly provide information on the website. You can choose not to use the service or feature for the collection and use of your information.,Collection
A named third party does receive your health information for an unspecified purpose. You can opt out by contacting the company for the use of your information.,Third Party
"The site collects your IP address or device IDs for analytics or research. Collection happens when you implicitly provide information on the website, and your data is aggregated or anonymized.",Collection
"You can make a choice about your privacy not described by our label scheme the use of unspecified information by the site, which uses it for an additional (non-basic) service or feature.",Choices
The site collects your demographic information for analytics or research. Collection happens when you explicitly provide information by some means outside of our label scheme.,Collection
The site collects your location information for an unspecified purpose. Collection happens when you implicitly provide information on the website.,Location
"The text describes how to contact the company with questions, concerns, or complaints about the privacy policy.",Other
The site does not collect your cookies or tracking elements for a purpose outside of our label scheme. Collection happens by other parts of the company or affiliates.,Collection
The site collects your generic personal information for marketing purposes. Collection happens when you implicitly provide information on the website.,Collection
The site collects your IP address or device IDs for analytics or research. Collection happens when you implicitly provide information in the mobile app. You can opt out using the provided link for the collection of your information.,Collection
A named third party does receive unspecified information about you for mergers or acquisitions. The data is personally identifiable.,Third Party
A named third party does receive something that uniquely identifies you for a basic service or feature.,Third Party
"A user type outside of our label scheme can opt out (by contacting the company) from the use of generic personal information by the site, which uses it for an unspecified purpose.",Choices
An unnamed third party does receive unspecified information about you for service operations or security. The data is aggregated or anonymized.,Third Party
"The site collects your contact information for a purpose outside of our label scheme. Collection happens when you explicitly provide information on the website for users with accounts, and your data is identifiable. You can opt in for data collection for the collection of your information.",Collection
An unnamed third party does not receive information about you not covered by our label scheme for a purpose outside of our label scheme. This applies to a user type outside of our label scheme.,Third Party
The site collects your unspecified information for a basic service or feature. Collection happens when you explicitly provide information by some means outside of our label scheme.,Collection
The site collects your generic personal information for personalization or customization. Collection happens by an unnamed service or third party.,Collection
The site collects something that uniquely identifies you for an additional (non-basic) service or feature. Collection happens when you explicitly provide information on the website. You can choose not to use the service or feature.,Collection
Another part of the company or institution does do something outside of our label scheme with your unspecified personal information for marketing purposes. The data is personally identifiable. You can opt out using the provided link for the use of your information.,Third Party
An unnamed third party does do something outside of our label scheme with your IP address or device IDs for analytics or research.,Third Party
The site collects your cookies or tracking elements for analytics or research. Collection happens on the website.,Collection
An unspecified third party does receive your unspecified personal information for an unspecified purpose. You can opt in for data collection.,Third Party
An unnamed third party does receive your health information for an unspecified purpose. The data is personally identifiable.,Third Party
The site collects your location information for analytics or research. Collection happens when you implicitly provide information on the website.,Location
"You can opt in for the use of activities on the website or app by a third party, which collects or receives it for an additional (non-basic) service or feature.",Choices
"The site collects your contact information for an additional (non-basic) service or feature. Collection happens when you explicitly provide information in an unspecified way, and your data is identifiable. You can opt in for data collection.",Collection
An unnamed third party does collect on the first party website or app your activities on the website or app for legal requirements. The data is aggregated or anonymized.,Third Party
"The site does not collect your generic personal information for an unspecified purpose. Collection happens on the website for a user type outside of our label scheme, and your data is identifiable. You can make a choice about the collection of your information.",Collection
